Geneid,SRR36692440
ENSG00000227616,0
ENSG00000235775,0
ENSG00000224015,0
ENSG00000237714,0
ENSG00000224431,0
ENSG00000283678,0
ENSG00000131435,674
ENSG00000197208,62
ENSG00000263597,0
ENSG00000206682,0
ENSG00000082213,1994
ENSG00000279923,13
ENSG00000199765,0
ENSG00000072682,722
ENSG00000091010,6
ENSG00000271724,0
ENSG00000248842,0
ENSG00000277568,0
ENSG00000250407,0
ENSG00000280646,0
ENSG00000241291,0
ENSG00000113360,2434
ENSG00000207222,0
ENSG00000240250,0
ENSG00000280420,0
ENSG00000156475,6957
ENSG00000248568,8
ENSG00000249553,0
ENSG00000286468,8
ENSG00000250343,1
ENSG00000285868,0
ENSG00000172568,0
ENSG00000251405,0
ENSG00000248544,10
ENSG00000253155,0
ENSG00000172548,6
ENSG00000253519,0
ENSG00000247372,0
ENSG00000113161,22748
ENSG00000242198,0
ENSG00000050767,166
ENSG00000271681,0
ENSG00000253698,0
ENSG00000242341,0
ENSG00000245688,0
ENSG00000252464,2
ENSG00000176783,1042
ENSG00000249140,0
ENSG00000244945,0
ENSG00000204661,0
ENSG00000228259,0
ENSG00000250999,2
ENSG00000204659,0
ENSG00000225051,13
ENSG00000127022,87875
ENSG00000222178,0
ENSG00000242292,0
ENSG00000274441,0
ENSG00000272103,8
ENSG00000285967,2289
ENSG00000249850,0
ENSG00000248462,0
ENSG00000243744,0
ENSG00000251423,0
ENSG00000183876,36
ENSG00000070814,436
ENSG00000286331,15
ENSG00000164587,63247
ENSG00000079215,31909
ENSG00000094880,2322
ENSG00000249851,0
ENSG00000158402,340
ENSG00000120709,2578
ENSG00000249971,0
ENSG00000120733,5224
ENSG00000271196,0
ENSG00000120738,2176
ENSG00000241458,6
ENSG00000197603,861
ENSG00000285914,0
ENSG00000253110,0
ENSG00000185662,0
ENSG00000072803,6608
ENSG00000197536,35
ENSG00000202533,0
ENSG00000113525,0
ENSG00000251183,0
ENSG00000261382,0
ENSG00000055147,1928
ENSG00000037749,10852
ENSG00000125347,11
ENSG00000248493,0
ENSG00000176087,1860
ENSG00000283602,0
ENSG00000200275,0
ENSG00000286690,0
ENSG00000253370,0
ENSG00000254163,0
ENSG00000199468,0
ENSG00000231989,4
ENSG00000170624,582
ENSG00000086189,432
ENSG00000226544,0
ENSG00000223497,0
ENSG00000206770,0
ENSG00000249085,0
ENSG00000263593,0
ENSG00000242602,4
ENSG00000271926,19
ENSG00000272081,0
ENSG00000251467,0
ENSG00000248930,2
ENSG00000184349,711
ENSG00000249959,18
ENSG00000248827,0
ENSG00000239708,0
ENSG00000251732,0
ENSG00000249577,102
ENSG00000271766,0
ENSG00000250859,0
ENSG00000164244,3496
ENSG00000282925,0
ENSG00000248799,0
ENSG00000251032,0
ENSG00000250603,0
ENSG00000204928,0
ENSG00000134058,877
ENSG00000183323,40
ENSG00000213830,0
ENSG00000215006,0
ENSG00000271045,0
ENSG00000085231,858
ENSG00000152942,2038
ENSG00000152939,309
ENSG00000244717,0
ENSG00000249295,0
ENSG00000266477,0
ENSG00000212260,0
ENSG00000183474,382
ENSG00000197822,564
ENSG00000113396,28
ENSG00000248634,0
ENSG00000288697,0
ENSG00000066583,1092
ENSG00000264563,0
ENSG00000286274,0
ENSG00000250448,0
ENSG00000248403,0
ENSG00000248150,0
ENSG00000249737,0
ENSG00000173545,1903
ENSG00000250415,5
ENSG00000201370,0
ENSG00000288622,0
ENSG00000171617,15197
ENSG00000256235,238
ENSG00000112893,1230
ENSG00000113739,1580
ENSG00000182613,0
ENSG00000177721,0
ENSG00000113108,346
ENSG00000169777,44
ENSG00000146094,12
ENSG00000249541,2
ENSG00000251374,0
ENSG00000186468,23900
ENSG00000172795,2702
ENSG00000168916,1772
ENSG00000249112,0
ENSG00000251456,0
ENSG00000242814,0
ENSG00000248626,6
ENSG00000199398,0
ENSG00000113312,3260
ENSG00000223908,0
ENSG00000247699,0
ENSG00000145808,205
ENSG00000145632,2724
ENSG00000271257,4
ENSG00000265699,0
ENSG00000250127,0
ENSG00000250958,0
ENSG00000250682,0
ENSG00000247402,0
ENSG00000286338,0
ENSG00000175749,10
ENSG00000145723,479
ENSG00000185372,0
ENSG00000251724,0
ENSG00000251663,0
ENSG00000113163,1732
ENSG00000248881,0
ENSG00000189045,2
ENSG00000039139,88
ENSG00000049167,1168
ENSG00000235558,1
ENSG00000250387,0
ENSG00000253985,0
ENSG00000249981,0
ENSG00000253536,0
ENSG00000247911,0
ENSG00000164326,66
ENSG00000278824,0
ENSG00000202092,0
ENSG00000213663,0
ENSG00000249919,0
ENSG00000250895,0
ENSG00000234259,0
ENSG00000133835,6910
ENSG00000154153,3411
ENSG00000083312,20111
ENSG00000213523,1054
ENSG00000043143,76
ENSG00000120314,405
ENSG00000158497,0
ENSG00000174339,0
ENSG00000173250,8
ENSG00000113649,1215
ENSG00000279446,0
ENSG00000204956,20
ENSG00000081853,18
ENSG00000254245,1439
ENSG00000254221,5
ENSG00000280026,0
ENSG00000262576,10
ENSG00000253910,36
ENSG00000253485,23
ENSG00000262209,18
ENSG00000253731,26
ENSG00000253537,66
ENSG00000253953,815
ENSG00000253767,8
ENSG00000261934,12
ENSG00000253846,157
ENSG00000254122,985
ENSG00000253873,28
ENSG00000248449,0
ENSG00000279855,0
ENSG00000253159,8
ENSG00000276545,0
ENSG00000273557,0
ENSG00000240184,1230
ENSG00000242020,0
ENSG00000242419,128
ENSG00000240764,2
ENSG00000246422,0
ENSG00000240974,0
ENSG00000228737,0
ENSG00000171720,2073
ENSG00000164620,166
ENSG00000276547,67
ENSG00000221990,116
ENSG00000063438,0
ENSG00000145730,11266
ENSG00000172262,1254
ENSG00000164241,0
ENSG00000214944,70
ENSG00000172869,1379
ENSG00000145908,1515
ENSG00000086570,10
ENSG00000186314,176
ENSG00000164329,958
ENSG00000131844,1912
ENSG00000186493,200
ENSG00000248473,6
ENSG00000146054,0
ENSG00000250900,0
ENSG00000248514,4
ENSG00000286644,0
ENSG00000146063,833
ENSG00000264732,0
ENSG00000247049,0
ENSG00000204628,45034
ENSG00000272296,0
ENSG00000264549,0
ENSG00000286310,0
ENSG00000248103,37
ENSG00000274525,12
ENSG00000222533,0
ENSG00000183718,242
ENSG00000249647,0
ENSG00000270021,50
ENSG00000251380,0
ENSG00000255833,0
ENSG00000249639,0
ENSG00000249915,18
ENSG00000160867,44
ENSG00000240729,0
ENSG00000270706,0
ENSG00000169228,120
ENSG00000169230,1075
ENSG00000239393,0
ENSG00000169220,316
ENSG00000028310,1498
ENSG00000071539,943
ENSG00000287600,4
ENSG00000248949,5
ENSG00000250173,0
ENSG00000272347,7
ENSG00000145506,194
ENSG00000113504,831
ENSG00000263834,0
ENSG00000201274,0
ENSG00000164405,1818
ENSG00000164406,10
ENSG00000165671,2320
ENSG00000286634,0
ENSG00000113722,0
ENSG00000161010,211
ENSG00000145743,3099
ENSG00000185305,1498
ENSG00000067248,1807
ENSG00000205765,5147
ENSG00000132563,4564
ENSG00000113240,371
ENSG00000073578,124
ENSG00000113448,12327
ENSG00000135083,214
ENSG00000170606,9790
ENSG00000169194,0
ENSG00000145734,482
ENSG00000151422,2445
ENSG00000172901,42
ENSG00000131504,2455
ENSG00000217128,1264
ENSG00000222111,0
ENSG00000200648,0
ENSG00000113749,2
ENSG00000145741,15750
ENSG00000237693,0
ENSG00000069020,237
ENSG00000113758,14414
ENSG00000253305,4546
ENSG00000175471,411
ENSG00000153404,1201
ENSG00000132915,0
ENSG00000251583,0
ENSG00000200334,0
ENSG00000155850,1236
ENSG00000197375,334
ENSG00000249372,0
ENSG00000251605,0
ENSG00000200331,0
ENSG00000206714,0
ENSG00000164404,88
ENSG00000188818,79
ENSG00000279558,0
ENSG00000112852,1909
ENSG00000272154,4
ENSG00000113205,118
ENSG00000272108,102
ENSG00000081818,29
ENSG00000113209,744
ENSG00000280029,0
ENSG00000113211,16
ENSG00000280336,0
ENSG00000113212,15
ENSG00000120322,93
ENSG00000279472,0
ENSG00000272674,130
ENSG00000279068,1
ENSG00000278936,0
ENSG00000177839,134
ENSG00000279375,21
ENSG00000120324,1577
ENSG00000197479,94
ENSG00000120328,62
ENSG00000187372,147
ENSG00000120327,979
ENSG00000279983,0
ENSG00000113248,607
ENSG00000277795,0
ENSG00000178913,11882
ENSG00000120329,0
ENSG00000273841,2450
ENSG00000287067,8
ENSG00000270697,0
ENSG00000250159,45
ENSG00000120729,0
ENSG00000078795,0
ENSG00000113141,3185
ENSG00000205464,160
ENSG00000251235,0
ENSG00000250574,0
ENSG00000249713,0
ENSG00000164220,135
ENSG00000225407,4
ENSG00000277188,0
ENSG00000278237,0
ENSG00000181104,10312
ENSG00000164251,1026
ENSG00000264391,0
ENSG00000253295,0
ENSG00000213386,6
ENSG00000120129,1323
ENSG00000206741,0
ENSG00000270243,0
ENSG00000253628,0
ENSG00000204758,25
ENSG00000254295,4
ENSG00000037241,1708
ENSG00000253785,2
ENSG00000113732,3496
ENSG00000254328,0
ENSG00000212402,0
ENSG00000207210,0
ENSG00000164463,1080
ENSG00000253439,0
ENSG00000253172,0
ENSG00000113734,447
ENSG00000145642,4
ENSG00000153006,2227
ENSG00000113719,5523
ENSG00000153015,1701
ENSG00000146083,1142
ENSG00000248484,0
ENSG00000251446,0
ENSG00000248859,15
ENSG00000074276,95
ENSG00000049192,254
ENSG00000170469,97
ENSG00000175857,0
ENSG00000246323,2
ENSG00000250260,1
ENSG00000222924,0
ENSG00000061492,0
ENSG00000112981,747
ENSG00000212460,5
ENSG00000199880,0
ENSG00000031003,3058
ENSG00000164347,1727
ENSG00000207336,0
ENSG00000164346,5857
ENSG00000199645,0
ENSG00000250071,0
ENSG00000271714,29
ENSG00000212363,0
ENSG00000198780,1906
ENSG00000268223,0
ENSG00000019582,62
ENSG00000205279,10
ENSG00000213347,71
ENSG00000155506,5147
ENSG00000286818,0
ENSG00000241956,50
ENSG00000289478,1
ENSG00000249808,0
ENSG00000250891,0
ENSG00000286271,0
ENSG00000289462,4
ENSG00000289601,0
ENSG00000283286,0
ENSG00000289184,0
ENSG00000289267,0
ENSG00000288774,0
ENSG00000288936,0
ENSG00000289206,0
ENSG00000249362,149
ENSG00000250358,527
ENSG00000249306,4
ENSG00000288741,10
ENSG00000248323,6
ENSG00000249740,2
ENSG00000215246,16
ENSG00000288799,0
ENSG00000283462,0
ENSG00000251443,0
ENSG00000288846,0
ENSG00000249937,101
ENSG00000288883,0
ENSG00000288740,0
ENSG00000250579,0
ENSG00000250320,122
ENSG00000248663,0
ENSG00000289170,0
ENSG00000288967,0
ENSG00000247199,67
ENSG00000289337,0
ENSG00000249116,2
ENSG00000229666,20
ENSG00000289060,0
ENSG00000247572,133
ENSG00000289540,2
ENSG00000289639,3
ENSG00000289085,0
ENSG00000288965,0
ENSG00000289430,0
ENSG00000289054,0
ENSG00000289306,0
ENSG00000178172,0
ENSG00000249503,0
ENSG00000248109,0
ENSG00000214510,2
ENSG00000196800,0
ENSG00000248966,6
ENSG00000248428,0
ENSG00000251627,0
ENSG00000145777,10
ENSG00000253613,0
ENSG00000134987,2380
ENSG00000250728,0
ENSG00000214784,57
ENSG00000169223,4634
ENSG00000246334,34
ENSG00000250114,0
ENSG00000113328,14965
ENSG00000170584,1291
ENSG00000072571,976
ENSG00000251018,0
ENSG00000285590,0
ENSG00000244748,0
ENSG00000253572,0
ENSG00000287162,0
ENSG00000085365,16126
ENSG00000164256,0
ENSG00000248591,0
ENSG00000272494,0
ENSG00000248469,0
ENSG00000251458,0
ENSG00000253558,0
ENSG00000132842,1577
ENSG00000164334,0
ENSG00000200051,0
ENSG00000283717,0
ENSG00000200235,0
ENSG00000170458,4
ENSG00000284325,0
ENSG00000199990,0
ENSG00000202111,0
ENSG00000202515,0
ENSG00000038274,2987
ENSG00000248120,0
ENSG00000171495,0
ENSG00000251215,0
ENSG00000153071,146
ENSG00000271334,6
ENSG00000251515,0
ENSG00000254252,1
ENSG00000254171,0
ENSG00000229119,36
ENSG00000254130,0
ENSG00000253713,0
ENSG00000253469,0
ENSG00000254365,0
ENSG00000254297,0
ENSG00000253527,0
ENSG00000289264,0
ENSG00000254187,0
ENSG00000253357,6
ENSG00000253660,6
ENSG00000253947,0
ENSG00000253065,0
ENSG00000253925,0
ENSG00000279739,2
ENSG00000253978,53
ENSG00000145934,3310
ENSG00000113600,0
ENSG00000289699,0
ENSG00000131187,48
ENSG00000288912,0
ENSG00000206614,0
ENSG00000040275,656
ENSG00000253269,0
ENSG00000204767,122
ENSG00000263831,0
ENSG00000289702,0
ENSG00000134516,46
ENSG00000132356,1653
ENSG00000212567,0
ENSG00000145592,33062
ENSG00000212296,6
ENSG00000132357,24
ENSG00000253098,0
ENSG00000226221,92
ENSG00000225940,0
ENSG00000234553,0
ENSG00000228650,0
ENSG00000095015,436
ENSG00000237705,0
ENSG00000225230,0
ENSG00000155542,357
ENSG00000271828,0
ENSG00000289709,0
ENSG00000279772,0
ENSG00000288766,36
ENSG00000288890,20
ENSG00000235275,0
ENSG00000266751,0
ENSG00000270177,13
ENSG00000239615,0
ENSG00000006837,35
ENSG00000119048,2876
ENSG00000279469,5
ENSG00000248559,8
ENSG00000237190,2236
ENSG00000243648,0
ENSG00000250564,0
ENSG00000164330,3915
ENSG00000253811,0
ENSG00000253456,1
ENSG00000279204,24
ENSG00000145860,13809
ENSG00000253256,0
ENSG00000253315,0
ENSG00000252458,0
ENSG00000164332,3346
ENSG00000249738,0
ENSG00000221601,0
ENSG00000253298,0
ENSG00000283413,0
ENSG00000113302,0
ENSG00000250237,0
ENSG00000248359,0
ENSG00000249588,0
ENSG00000250289,0
ENSG00000212249,0
ENSG00000250066,0
ENSG00000276309,0
ENSG00000249352,11
ENSG00000249183,0
ENSG00000145740,2053
ENSG00000220986,0
ENSG00000280894,0
ENSG00000134057,3535
ENSG00000145850,0
ENSG00000270560,0
ENSG00000254246,0
ENSG00000155868,849
ENSG00000170613,0
ENSG00000253980,0
ENSG00000253653,4
ENSG00000151292,2512
ENSG00000113263,4
ENSG00000280068,0
ENSG00000250820,0
ENSG00000051596,721
ENSG00000250801,0
ENSG00000248596,0
ENSG00000287579,0
ENSG00000283235,0
ENSG00000270989,0
ENSG00000170085,377
ENSG00000251667,0
ENSG00000122203,5843
ENSG00000250909,2
ENSG00000251414,0
ENSG00000175414,3287
ENSG00000221464,0
ENSG00000048162,218
ENSG00000146066,652
ENSG00000175416,1177
ENSG00000280139,0
ENSG00000113194,4145
ENSG00000113763,22
ENSG00000160883,0
ENSG00000087206,1009
ENSG00000113761,1157
ENSG00000251666,0
ENSG00000272459,2
ENSG00000184840,3498
ENSG00000027847,543
ENSG00000247679,11
ENSG00000249849,0
ENSG00000249109,0
ENSG00000248943,0
ENSG00000214351,0
ENSG00000249186,0
ENSG00000250101,2
ENSG00000249684,9
ENSG00000280207,0
ENSG00000249129,14
ENSG00000175325,0
ENSG00000218227,0
ENSG00000145911,226
ENSG00000145916,800
ENSG00000251211,0
ENSG00000244234,0
ENSG00000289390,0
ENSG00000197451,7087
ENSG00000175309,171
ENSG00000248791,0
ENSG00000250526,2
ENSG00000250182,404
ENSG00000286970,0
ENSG00000249485,22
ENSG00000264792,0
ENSG00000154124,898
ENSG00000253801,0
ENSG00000252108,0
ENSG00000213864,0
ENSG00000253787,0
ENSG00000145912,1815
ENSG00000289726,0
ENSG00000251623,0
ENSG00000135077,0
ENSG00000204677,0
ENSG00000145675,3811
ENSG00000145920,3212
ENSG00000289731,0
ENSG00000170234,1124
ENSG00000049883,757
ENSG00000244061,0
ENSG00000251108,0
ENSG00000261269,0
ENSG00000178175,0
ENSG00000248371,8
ENSG00000211445,656
ENSG00000145901,1523
ENSG00000254298,0
ENSG00000285420,0
ENSG00000198624,28
ENSG00000196743,2057
ENSG00000186334,0
ENSG00000186335,0
ENSG00000270904,0
ENSG00000253472,0
ENSG00000271494,0
ENSG00000123643,720
ENSG00000200227,0
ENSG00000196923,777
ENSG00000272323,38
ENSG00000250140,0
ENSG00000241829,0
ENSG00000113456,2065
ENSG00000113460,1106
ENSG00000153044,1051
ENSG00000134056,1556
ENSG00000287701,0
ENSG00000249856,0
ENSG00000196390,0
ENSG00000239517,0
ENSG00000182383,0
ENSG00000249157,0
ENSG00000176928,212
ENSG00000145700,25
ENSG00000152359,506
ENSG00000207333,0
ENSG00000251078,0
ENSG00000251419,0
ENSG00000249301,0
ENSG00000248684,0
ENSG00000228367,0
ENSG00000249777,0
ENSG00000251342,0
ENSG00000248127,41
ENSG00000122012,3559
ENSG00000252833,0
ENSG00000251668,0
ENSG00000254893,16
ENSG00000249014,30
ENSG00000251107,0
ENSG00000250348,0
ENSG00000145703,554
ENSG00000171643,0
ENSG00000252684,0
ENSG00000145708,6
ENSG00000164252,861
ENSG00000285000,0
ENSG00000132846,365
ENSG00000250615,0
ENSG00000238961,2
ENSG00000250802,282
ENSG00000284762,0
ENSG00000251566,0
ENSG00000113231,299
ENSG00000251400,6
ENSG00000164253,5984
ENSG00000244019,0
ENSG00000244363,40
ENSG00000171540,52
ENSG00000171530,6902
ENSG00000213763,8
ENSG00000133710,15
ENSG00000283288,0
ENSG00000184584,0
ENSG00000249689,0
ENSG00000249215,4
ENSG00000286403,0
ENSG00000207020,0
ENSG00000275506,0
ENSG00000272255,0
ENSG00000171604,1643
ENSG00000250635,0
ENSG00000131508,10033
ENSG00000113048,3946
ENSG00000153347,58
ENSG00000225165,0
ENSG00000212259,0
ENSG00000164291,848
ENSG00000178015,0
ENSG00000287581,0
ENSG00000145569,472
ENSG00000251366,0
ENSG00000251221,1
ENSG00000249655,0
ENSG00000152670,0
ENSG00000251368,0
ENSG00000199322,0
ENSG00000248854,0
ENSG00000164509,0
ENSG00000262211,0
ENSG00000264281,63
ENSG00000238326,0
ENSG00000134352,5127
ENSG00000113492,0
ENSG00000250886,0
ENSG00000168724,916
ENSG00000164185,59
ENSG00000250803,2
ENSG00000248203,0
ENSG00000181751,2528
ENSG00000250567,0
ENSG00000145725,4592
ENSG00000244921,2
ENSG00000249119,16
ENSG00000248923,14
ENSG00000247627,74
ENSG00000198868,6
ENSG00000263963,0
ENSG00000249192,0
ENSG00000152705,10
ENSG00000069011,2
ENSG00000224186,1
ENSG00000277619,0
ENSG00000249082,0
ENSG00000248753,0
ENSG00000248482,0
ENSG00000250167,0
ENSG00000145832,0
ENSG00000181965,14
ENSG00000145824,42
ENSG00000251045,0
ENSG00000223539,0
ENSG00000265924,0
ENSG00000250378,0
ENSG00000288892,0
ENSG00000279047,0
ENSG00000289752,0
ENSG00000011083,22
ENSG00000070808,146
ENSG00000055163,6091
ENSG00000213328,0
ENSG00000253869,0
ENSG00000272431,0
ENSG00000178187,90
ENSG00000254035,2
ENSG00000113262,0
ENSG00000254158,0
ENSG00000234284,252
ENSG00000177932,1487
ENSG00000253144,0
ENSG00000087116,307
ENSG00000253979,0
ENSG00000253163,0
ENSG00000253617,0
ENSG00000250674,0
ENSG00000274716,0
ENSG00000253652,0
ENSG00000251545,0
ENSG00000253520,0
ENSG00000146067,601
ENSG00000112851,2587
ENSG00000269961,8
ENSG00000252904,0
ENSG00000286314,0
ENSG00000285999,2
ENSG00000153914,1584
ENSG00000253744,0
ENSG00000248846,0
ENSG00000251983,0
ENSG00000068796,5280
ENSG00000113249,0
ENSG00000205838,37
ENSG00000198677,3245
ENSG00000251279,30
ENSG00000250198,0
ENSG00000245812,36
ENSG00000261360,0
ENSG00000278905,3
ENSG00000284336,0
ENSG00000287180,2
ENSG00000249353,1020
ENSG00000248483,0
ENSG00000272406,0
ENSG00000175745,9738
ENSG00000286713,0
ENSG00000285978,0
ENSG00000169131,722
ENSG00000274813,0
ENSG00000253725,0
ENSG00000278441,0
ENSG00000178338,182
ENSG00000206624,0
ENSG00000285891,0
ENSG00000242110,3
ENSG00000289791,0
ENSG00000274235,0
ENSG00000277866,0
ENSG00000197043,8064
ENSG00000249201,0
ENSG00000174358,0
ENSG00000164363,0
ENSG00000287486,0
ENSG00000164362,0
ENSG00000263670,0
ENSG00000049656,3814
ENSG00000286388,467
ENSG00000250584,10
ENSG00000248951,0
ENSG00000279908,10
ENSG00000142319,0
ENSG00000153395,6393
ENSG00000273742,0
ENSG00000251532,0
ENSG00000254335,0
ENSG00000172058,8
ENSG00000172062,470
ENSG00000285204,0
ENSG00000249437,11
ENSG00000145736,315
ENSG00000230847,5
ENSG00000251634,37
ENSG00000253900,0
ENSG00000289810,72
ENSG00000246214,0
ENSG00000289152,0
ENSG00000288957,0
ENSG00000249492,8
ENSG00000245556,334
ENSG00000280187,175
ENSG00000289535,0
ENSG00000286615,92
ENSG00000247877,8
ENSG00000251169,0
ENSG00000286193,16
ENSG00000254211,0
ENSG00000251365,8
ENSG00000272086,51
ENSG00000272070,46
ENSG00000287367,0
ENSG00000251131,0
ENSG00000250328,2
ENSG00000248664,0
ENSG00000289497,0
ENSG00000286638,22
ENSG00000245275,39
ENSG00000287263,2
ENSG00000250994,0
ENSG00000288764,42
ENSG00000289912,4
ENSG00000249364,0
ENSG00000289916,0
ENSG00000249572,80
ENSG00000289274,0
ENSG00000281327,272
ENSG00000289924,13
ENSG00000289839,0
ENSG00000249669,0
ENSG00000286753,95
ENSG00000288095,74
ENSG00000249743,0
ENSG00000272525,72
ENSG00000215068,4
ENSG00000289196,0
ENSG00000248884,0
ENSG00000250056,40
ENSG00000289493,0
ENSG00000250992,0
ENSG00000253736,42
ENSG00000287709,22
ENSG00000250072,0
ENSG00000289260,4
ENSG00000249335,6
ENSG00000227908,0
ENSG00000245526,5423
ENSG00000178722,114
ENSG00000288737,0
ENSG00000250786,152
ENSG00000289056,2
ENSG00000286656,0
ENSG00000231185,12
ENSG00000248309,2
ENSG00000288978,0
ENSG00000289970,37
ENSG00000237187,3528
ENSG00000278970,107
ENSG00000177738,95
ENSG00000248455,2
ENSG00000248898,0
ENSG00000271918,41
ENSG00000280780,193
ENSG00000247516,263
ENSG00000289458,0
ENSG00000248925,45
ENSG00000253965,0
ENSG00000288758,0
ENSG00000236882,0
ENSG00000251409,0
ENSG00000249637,90
ENSG00000290020,6
ENSG00000289112,6
ENSG00000248367,11
ENSG00000286062,0
ENSG00000289317,0
ENSG00000249746,0
ENSG00000290027,0
ENSG00000272523,4
ENSG00000247796,112
ENSG00000289155,2
ENSG00000250337,10
ENSG00000247121,51
ENSG00000250981,0
ENSG00000259663,0
ENSG00000281357,105
ENSG00000290019,0
ENSG00000251257,0
ENSG00000245937,517
ENSG00000289075,74
ENSG00000247828,2078
ENSG00000286961,0
ENSG00000250155,0
ENSG00000224032,892
ENSG00000238160,0
ENSG00000131732,494
ENSG00000172497,8
ENSG00000286721,21
ENSG00000145687,4412
ENSG00000287938,0
ENSG00000249483,0
ENSG00000214857,0
ENSG00000113558,809
ENSG00000272772,0
ENSG00000113575,2324
ENSG00000273345,3
ENSG00000289088,0
ENSG00000206077,44
ENSG00000288930,24
ENSG00000250749,0
ENSG00000161055,0
ENSG00000037280,12
ENSG00000251352,0
ENSG00000248717,0
ENSG00000236791,0
ENSG00000207290,0
ENSG00000250222,2
ENSG00000233937,5
ENSG00000248275,286
ENSG00000238035,0
ENSG00000274553,0
ENSG00000230178,0
ENSG00000269983,2
ENSG00000253333,2
ENSG00000196302,2
ENSG00000286577,0
ENSG00000254132,0
ENSG00000251544,0
ENSG00000251340,0
ENSG00000232578,0
ENSG00000270133,20
ENSG00000133302,1178
ENSG00000249175,0
ENSG00000243806,0
ENSG00000276514,0
ENSG00000185261,332
ENSG00000113648,8574
ENSG00000280987,0
ENSG00000038382,3215
ENSG00000177733,21040
ENSG00000226306,10
ENSG00000249807,0
ENSG00000280449,0
ENSG00000280368,0
ENSG00000260515,0
ENSG00000271998,0
ENSG00000272417,0
ENSG00000150756,913
ENSG00000248968,0
ENSG00000150753,11091
ENSG00000271980,0
ENSG00000271715,0
ENSG00000164237,810
ENSG00000252341,0
ENSG00000259802,130
ENSG00000252671,0
ENSG00000280369,0
ENSG00000145495,19597
ENSG00000250600,0
ENSG00000145491,48
ENSG00000277073,0
ENSG00000246016,0
ENSG00000244361,0
ENSG00000249166,0
ENSG00000249396,0
ENSG00000251250,0
ENSG00000290510,0
ENSG00000168967,0
ENSG00000290530,0
ENSG00000215158,0
ENSG00000290548,8
ENSG00000205449,0
ENSG00000290550,0
ENSG00000248477,0
ENSG00000290556,0
ENSG00000253203,0
ENSG00000290560,0
ENSG00000249444,0
ENSG00000290580,0
ENSG00000253798,0
ENSG00000290601,0
ENSG00000169040,0
ENSG00000290836,0
ENSG00000255622,0
ENSG00000290893,4
ENSG00000146001,0
ENSG00000290894,51
ENSG00000262096,0
ENSG00000290895,0
ENSG00000283559,0
ENSG00000290935,0
ENSG00000246596,0
ENSG00000253897,0
ENSG00000290991,0
ENSG00000250420,0
ENSG00000291019,0
ENSG00000185986,0
ENSG00000291055,64
ENSG00000188002,0
ENSG00000291079,37
ENSG00000183666,0
ENSG00000291102,745
ENSG00000170089,0
ENSG00000291113,12
ENSG00000197083,0
ENSG00000291115,0
ENSG00000250765,0
ENSG00000291218,0
ENSG00000226259,0
ENSG00000291220,10
ENSG00000250687,0
ENSG00000291221,0
ENSG00000249073,0
ENSG00000113583,5282
ENSG00000213585,12070
ENSG00000271737,19
ENSG00000271128,0
ENSG00000081059,52
ENSG00000232633,0
ENSG00000212122,0
ENSG00000251741,0
ENSG00000047188,1677
ENSG00000171444,280
ENSG00000288763,2
ENSG00000251553,0
ENSG00000174136,5057
ENSG00000246763,256
ENSG00000279232,0
ENSG00000250162,2
ENSG00000153922,719
ENSG00000222610,0
ENSG00000248489,64
ENSG00000200351,0
ENSG00000241597,0
ENSG00000291283,0
ENSG00000290968,0
ENSG00000170074,0
ENSG00000113712,6882
ENSG00000230551,165
ENSG00000241112,0
ENSG00000279979,0
ENSG00000278865,0
ENSG00000112977,4663
ENSG00000272324,0
ENSG00000250576,0
ENSG00000169862,5532
ENSG00000207312,0
ENSG00000146013,12
ENSG00000113070,390
ENSG00000271795,0
ENSG00000276622,0
ENSG00000113140,15465
ENSG00000275765,72
ENSG00000039537,0
ENSG00000288911,22
ENSG00000112936,54
ENSG00000138829,1518
ENSG00000242976,0
ENSG00000155511,7080
ENSG00000290043,0
ENSG00000273549,0
ENSG00000169045,14849
ENSG00000249834,2
ENSG00000145879,0
ENSG00000204909,0
ENSG00000283653,0
ENSG00000145868,1329
ENSG00000274799,0
ENSG00000251330,2
ENSG00000164270,8
ENSG00000253297,0
ENSG00000235172,0
ENSG00000234511,6
ENSG00000230561,8
ENSG00000080709,99
ENSG00000222706,0
ENSG00000251542,0
ENSG00000122008,965
ENSG00000175449,35
ENSG00000145757,24
ENSG00000250240,15
ENSG00000164292,5582
ENSG00000173221,1129
ENSG00000251348,0
ENSG00000284447,0
ENSG00000245864,215
ENSG00000289008,2
ENSG00000250377,12
ENSG00000250555,0
ENSG00000081189,1570
ENSG00000272465,0
ENSG00000112699,389
ENSG00000112685,2593
ENSG00000281809,0
ENSG00000219375,0
ENSG00000242753,0
ENSG00000270174,0
ENSG00000261730,16
ENSG00000217078,0
ENSG00000176515,0
ENSG00000216359,0
ENSG00000238158,0
ENSG00000236086,0
ENSG00000233068,0
ENSG00000270504,171
ENSG00000287626,0
ENSG00000286368,0
ENSG00000234763,0
ENSG00000145945,104
ENSG00000219712,0
ENSG00000271897,0
ENSG00000287593,0
ENSG00000230631,0
ENSG00000225775,0
ENSG00000124802,673
ENSG00000271727,0
ENSG00000217239,14
ENSG00000217181,1
ENSG00000217929,0
ENSG00000188428,625
ENSG00000288548,12
ENSG00000220472,66
ENSG00000287614,2
ENSG00000226673,4
ENSG00000218643,0
ENSG00000233064,0
ENSG00000214027,0
ENSG00000220920,0
